Date,From,To,Flight_Number,Airline,Distance,Duration,Seat,Seat_Type,Class,Reason,Plane,Registration,Trip,Note,From_OID,To_OID,Airline_OID,Plane_OID
- -,LIS,PIX,SATA International (S4),SATA International,1039,02:34,,,,,320,,,"Codeshare",1638,1634,4304
- -,LIS,PIX,TAP Portugal (TP),TAP Portugal,1039,02:34,,,,,320,,,"Direct",1638,1634,4869
- -,LIS,POA,TAP Portugal (TP),TAP Portugal,5465,11:25,,,,,332,,,"Direct",1638,2599,4869
- -,LIS,PRG,TAP Portugal (TP),TAP Portugal,1384,03:16,,,,,319 320,,,"Direct",1638,1587,4869
- -,LIS,PSA,Ryanair (FR),Ryanair,1066,02:37,,,,,738,,,"Direct",1638,1562,4296
- -,LIS,PXO,Etihad Airways (EY),Etihad Airways,563,01:37,,,,,100 32S,,,"Direct",1638,1637,2222
- -,LIS,PXO,SATA International (S4),SATA International,563,01:37,,,,,100 319,,,"Codeshare",1638,1637,4304
- -,LIS,PXO,TAP Portugal (TP),TAP Portugal,563,01:37,,,,,100 319,,,"Direct",1638,1637,4869
- -,LIS,RAI,TAP Portugal (TP),TAP Portugal,1864,04:13,,,,,320,,,"Direct",1638,5674,4869
- -,LIS,RAI,TACV (VR),TACV,1864,04:13,,,,,738,,,"Direct",1638,5674,5041
- -,LIS,RAK,TAP Portugal (TP),TAP Portugal,499,01:29,,,,,319 100,,,"Direct",1638,1075,4869
- -,LIS,REC,TAP Portugal (TP),TAP Portugal,3637,07:46,,,,,332,,,"Direct",1638,2610,4869
- -,LIS,SID,TAP Portugal (TP),TAP Portugal,1735,03:58,,,,,320,,,"Direct",1638,1102,4869
- -,LIS,SID,TACV (VR),TACV,1735,03:58,,,,,752,,,"Direct",1638,1102,5041
- -,LIS,SMA,SATA International (S4),SATA International,881,02:15,,,,,320,,,"Direct",1638,1617,4304
- -,LIS,SMA,TAP Portugal (TP),TAP Portugal,881,02:15,,,,,320,,,"Codeshare",1638,1617,4869
- -,LIS,SSA,TAP Portugal (TP),TAP Portugal,4035,08:34,,,,,332,,,"Direct",1638,2621,4869
- -,LIS,STN,Ryanair (FR),Ryanair,1010,02:31,,,,,738,,,"Direct",1638,548,4296
- -,LIS,STR,Germanwings (4U),Germanwings,1138,02:46,,,,,319,,,"Direct",1638,350,2548
- -,LIS,SVQ,SATA International (S4),SATA International,199,00:53,,,,,BEH,,,"Codeshare",1638,1253,4304
- -,LIS,SVQ,TAP Portugal (TP),TAP Portugal,199,00:53,,,,,BEH,,,"Codeshare",1638,1253,4869
- -,LIS,SXF,TAP Portugal (TP),TAP Portugal,1431,03:21,,,,,319 320,,,"Direct",1638,337,4869
- -,LIS,SXF,easyJet (U2),easyJet,1431,03:21,,,,,319,,,"Direct",1638,337,2297
- -,LIS,TER,SATA International (S4),SATA International,965,02:25,,,,,320,,,"Direct",1638,1629,4304
- -,LIS,TER,TAP Portugal (TP),TAP Portugal,965,02:25,,,,,332 320 321 319,,,"Direct",1638,1629,4869
- -,LIS,TLS,TAP Portugal (TP),TAP Portugal,639,01:46,,,,,100 ER4,,,"Codeshare",1638,1273,4869
- -,LIS,TMS,TAP Portugal (TP),TAP Portugal,2835,06:10,,,,,313,,,"Codeshare",1638,973,4869
- -,LIS,TMS,United Airlines (UA),United Airlines,2835,06:10,,,,,313,,,"Codeshare",1638,973,5209
- -,LIS,TNG,TAP Portugal (TP),TAP Portugal,275,01:03,,,,,BEH,,,"Codeshare",1638,1080,4869
- -,LIS,TUN,Tunisair (TU),Tunisair,1062,02:37,,,,,32A,,,"Direct",1638,287,4870
- -,LIS,VCE,Alitalia (AZ),Alitalia,1189,02:52,,,,,319,,,"Codeshare",1638,1551,596
- -,LIS,VCE,TAP Portugal (TP),TAP Portugal,1189,02:52,,,,,319,,,"Direct",1638,1551,4869
- -,LIS,VCP,TAP Portugal (TP),TAP Portugal,4923,10:20,,,,,332,,,"Direct",1638,2578,4869
- -,LIS,VIE,Austrian Airlines (OS),Austrian Airlines,1431,03:21,,,,,320 319,,,"Codeshare",1638,1613,491
- -,LIS,VIE,TAP Portugal (TP),TAP Portugal,1431,03:21,,,,,320 319,,,"Direct",1638,1613,4869
- -,LIS,VLC,SATA International (S4),SATA International,465,01:25,,,,,ER4 100,,,"Codeshare",1638,1246,4304
- -,LIS,VLC,TAP Portugal (TP),TAP Portugal,465,01:25,,,,,ER4 100,,,"Codeshare",1638,1246,4869
- -,LIS,VXE,TAP Portugal (TP),TAP Portugal,1794,04:05,,,,,320,,,"Direct",1638,1106,4869
- -,LIS,VXE,TACV (VR),TACV,1794,04:05,,,,,738,,,"Direct",1638,1106,5041
- -,LIS,WAW,LOT Polish Airlines (LO),LOT Polish Airlines,1707,03:54,,,,,320 319,,,"Codeshare",1638,679,3210
- -,LIS,WAW,TAP Portugal (TP),TAP Portugal,1707,03:54,,,,,320 319,,,"Direct",1638,679,4869
- -,LIS,YUL,Air Transat (TS),Air Transat,3251,07:00,,,,,310,,,"Direct",1638,146,1317
- -,LIS,YYZ,SATA International (S4),SATA International,3564,07:37,,,,,313,,,"Direct",1638,193,4304
- -,LIS,YYZ,TAP Portugal (TP),TAP Portugal,3564,07:37,,,,,313,,,"Codeshare",1638,193,4869
- -,LIS,YYZ,Air Transat (TS),Air Transat,3564,07:37,,,,,310,,,"Direct",1638,193,1317
- -,LIS,ZRH,Finnair (AY),Finnair,1070,02:38,,,,,321,,,"Codeshare",1638,1678,2350
- -,LIS,ZRH,Swiss International Air Lines (LX),Swiss International Air Lines,1070,02:38,,,,,32A 320,,,"Direct",1638,1678,4559
- -,LIS,ZRH,SATA International (S4),SATA International,1070,02:38,,,,,319 321,,,"Codeshare",1638,1678,4304
- -,LIS,ZRH,TAP Portugal (TP),TAP Portugal,1070,02:38,,,,,320 321 319,,,"Direct",1638,1678,4869
